Year,Round,Paper,Score,Rank,Category,Offers
2024,Round 8,CS,711,847,OBC,IIT ROORKEE
2024,Round 8,CS,709,405,EWS,IIT ROORKEE CSE
2024,Round 8,CS,709,863,EWS,IITD CYBER SECURITY
2024,Round 8,CS,709,863,OBC,IITR - AI
2024,Round 8,CS,704,911,GEN,IIT bbs
2024,Round 8,CS,704,911,OBC,IIT Roorke AI
2024,Round 8,CS,700,941,GEN,"Dhanbad cse, Ropar cse"
2024,Round 8,CS,698,957,GEN,"ISM DHANBAD CSE, IIT ROPAR CSE"
2024,Round 8,CS,693,1002,EWS,IIT Jodhpur CSE
2024,Round 8,CS,686,1085,GEN,"IIT Bhubaneswar AI , IIT Ropar AI , IIT Goa CSE"
2024,Round 8,CS,679,1150,OBC,"IIT KGP ORDA, IIT ROPAR AI"
2024,Round 8,CS,676,1196,GEN,IIT KGP Medical Imaging
2024,Round 8,CS,676,1196,GEN,"IIT Jammu mtech CSE , IIT Jammu mtech CSE , IIT bhubaneswar mtech cse"
2024,Round 8,CS,676,1196,GEN,IIT bhubaneswar CSE
2024,Round 8,CS,672,1247,GEN,IIT Tirupati CSE
2024,Round 8,CS,672,1247,GEN,"IIT Kharagpur Safety engg and Analytics, IIT Ropar AI"
2024,Round 8,CS,672,1247,OBC,IIT Gandhinagar CSE
2024,Round 8,CS,668,1316,OBC,"ISM Dhanbad Data Analytics, IIT Kharagpur Embedded Controls and Software"
2024,Round 8,CS,665,1337,OBC,"IIT BBSR CSE, IIT KGP Embedded controls and software"
2024,Round 8,CS,657,1460,GEN,IIT palakkad data science
2024,Round 8,CS,650,1532,GEN,IIT Goa CSE
2024,Round 8,CS,646,1623,OBC,IIT Mandi CS TA
2024,Round 8,CS,643,1653,OBC,"IIT ropar cse, IIT mandi cse"
2024,Round 8,CS,628,1911,GEN,IIT BHILAI CSE
2024,Round 8,CS,617,2148,GEN,IIT PALAKKAD MNC
2024,Round 8,CS,613,2208,EWS,IIT Kharagpur Artificial Intelligent
2024,Round 8,CS,613,2174,OBC,IIT Bombay syscon ta
2024,Round 8,CS,610,2276,OBC,IIT BHILAI CSE
2024,Round 8,CS,600,2500,ST,IIT Nat
2024,Round 8,CS,599,2458,OBC,IIT KGP Quality and Reliability Engineering
2024,Round 8,CS,595,2578,GEN,IIT Dharwad CSE TA
2024,Round 8,CS,563,3334,GEN,Iit patna mathematics and computing
2024,Round 8,CS,555,3596,OBC,Mtech cse iit Jammu
2024,Round 8,CS,536,4201,EWS,IIT Pallakad (Computing and Mathematics)
2024,Round 8,CS,527,4500,OBC,IIT Jammu
2024,Round 8,CS,474,6790,SC,"IIT Patna cse, IIT Ropar cse, IIT ISM Dhanbad cse, IIT Goa cse"
2024,Round 8,CS,465,7290,SC,IIT Ropar AI
2024,Round 8,DA,748,142,GEN,"IIT Guwhati robotics AI, IIT Roorkee Data Science"
2024,Round 8,DA,693,316,OBC,"IIT BHU -iot, Iit guwahati -Robotica and AI, IIT Delhi -CyberSecurity"
2024,Round 8,DA,680,379,OBC,"IIT Delhi CTech, IIT Roorkee AI, IIT KGP ORDA"
2024,Round 9,CS,"2,024",1857,GEN,"No, No"
2024,Round 9,CS,756,494,GEN,IIT hyderabad
2024,Round 9,CS,731,677,EWS,IIT KGP CSE
2024,Round 9,CS,709,863,OBC,"IIT-KGP(CSE), IIT-G(CSE), IIT-R(CSE), IIT-H(AI), IIT-H(NIS)"
2024,Round 9,CS,704,911,GEN,IIT dhanbad DA
2024,Round 9,CS,704,911,OBC,IITG Data Science
2024,Round 9,CS,694,986,GEN,IIT bbs CSE
2024,Round 9,CS,690,1015,OBC,"IIT GUWAHATI R & AI, IIT Delhi cyber"
2024,Round 9,CS,689,1043,GEN,IIT ism dhanbad cse
2024,Round 9,CS,686,1085,GEN,"IIT Ropar CSE, IIT Mandi CSE"
2024,Round 9,CS,686,1085,GEN,IIT Ropar CSE
2024,Round 9,CS,686,1085,GEN,IIT Mandi CSE
2024,Round 9,CS,679,1150,OBC,"IIT Guwahati robotics and Ai, IIT Indore CSE"
2024,Round 9,CS,679,1150,GEN,IIT Bhubanshwar AI
2024,Round 9,CS,672,1247,GEN,"IIT Patna CSE , IIT Patna AI"
2024,Round 9,CS,665,1337,OBC,IIT KGP ORDA
2024,Round 9,CS,650,1561,GEN,"IIT Kharagpur Safety Engineering and Analytics , IIT Palakkad Data Science"
2024,Round 9,CS,650,1532,GEN,IIT Palakkad Data Science
2024,Round 9,CS,646,1623,OBC,"IIT dhanbaad cse TA, IIT ROORKEE Applied mathematics and computing"
2024,Round 9,CS,646,1589,OBC,"Nil , IIT ISM DHANBAD CSE"
2024,Round 9,CS,632,1856,EWS,IIT GANDHINAGAR Mtech AI [with TA]
2024,Round 9,CS,624,1937,OBC,IIT bbs AI
2024,Round 9,CS,613,2208,EWS,IIT KGP Saftey Engineering and Analytics
2024,Round 9,CS,599,2458,OBC,IIT Bhilai CSE
2024,Round 9,CS,595,2534,OBC,IIT Tirupati
2024,Round 9,CS,566,3287,EWS,IIT Jammu
2024,Round 9,CS,537,4127,OBC,IIT Jammu CSE 3 Years
2024,Round 9,CS,536,4201,EWS,IIT BHILAI (DS AI)
2024,Round 9,CS,519,4735,OBC,IIT JAMMU CSE 3rd year
2024,Round 9,CS,501,5454,SC,IIT Roorkee CSE
2024,Round 9,CS,500,5543,SC,"IIT Hyderabad AI, IIT Roorkee CSE"
2024,Round 9,DA,647,543,GEN,IIT Palakkad Data Science
2023,Round 1,CS,926,21,GEN,IIT Bombay CSE TA
2023,Round 1,CS,919,26,GEN,"IITB CSE TA, IITM CSE, IITD CSE, IITK CSE"
2023,Round 1,CS,911,30,GEN,"IISC Bangalore AI , IIT Bombay CSE, IIT Madras CSE, IIT Delhi CSE, IIT Kanpur CSE"
2023,Round 1,CS,904,34,EWS,"IIT Bombay CSE TA, IISC Bangalore CSA, IIT Delhi CS, IIT Kgp CS"
2023,Round 1,CS,904,34,GEN,"IIT Bombay CSE TA, IISc CSA, IITD CSE TA, IITM CSE TA"
2023,Round 1,CS,904,34,EWS,"IITB CS TA, IISC CS, IIT Delhi Cs"
2023,Round 1,CS,889,42,GEN,"IISc AI, IIT Madras CSE"
2023,Round 1,CS,859,52,EWS,"IISc Bangalore CSA TA, IIT Bombay CSE TA, IIT Delhi CSE TA, IIT Madras CSE TA"
2023,Round 1,CS,859,52,GEN,"IISc Banglore, IIT Madras , IIT Kanpur, IIT Kharagpur"
2023,Round 1,CS,855,55,EWS,"IISC CSA, IIT BOMBAY CS, IIT MADRAS CS, IIT KANPUR CS"
2023,Round 1,CS,855,55,GEN,"IISc CSA, IITM Biomedical"
2023,Round 1,CS,851,60,OBC,"IISc CSA, IIT Bombay CSE TA, IIT Delhi CSE TA, IIT madras CSE TA, IIT Kharagpur CSE TA, IIT kanpur CSE TA"
2023,Round 1,CS,851,60,GEN,"IISC CSE, IIT Bombay CSE TA, IIT Delhi , IIT Delhi (Cyber Security), IIT Madras CSE"
2023,Round 1,CS,848,67,GEN,"IIT Kanpur CSE, IIT Kharagpur CSE, IIT Guwahati CSE"
2023,Round 1,CS,855,68,GEN,"IIT Roorkee, IIT Guwahati"
2023,Round 1,CS,840,76,GEN,"IIT Hyderabad CSE TA, IIT Kanpur CSE TA, IIT Madras Minerals and metallurgical Engineering TA"
2023,Round 1,CS,840,76,EWS,"IIT Bombay CSE TA, IIT Kanpur CSE, IIT Madras CS"
2023,Round 1,CS,840,76,GEN,"IISc Bangalore CSA, IIT Kanpur CS, IIT Kharagpur CS"
2023,Round 1,CS,836,85,EWS,"IIT BOMBAY CSE TA (gen), IIT KANPUR CSE TA (ews), IIT MADRAS CSE TA (ews)"
2023,Round 1,CS,836,85,GEN,"IIT Kanpur, IIT KGP"
2023,Round 1,CS,836,85,OBC,"IIT B - CS (GEN), IISC - AI(1st priority) ( OBC ), IIT M - CS ( OBC )"
2023,Round 1,CS,841,90,GEN,IIT Kanpur
2023,Round 1,CS,833,90,EWS,"Iisc bangalore, Iit delhi, Iit kanpur, Iit kharagpur"
2023,Round 1,CS,833,90,GEN,"IIT Kanpur CSE TA, IIT KGP CSE TA, IIT Guwahati CSE TA, IIT Madras Clinical Engineering TA"
2023,Round 1,CS,829,95,EWS,"IISc CSA TA, IIT Kharagpur"
2023,Round 1,CS,825,99,GEN,"IIT Kharagpur Embedded Systems and Control, IIT Madras Clinical Engineering"
2023,Round 1,CS,821,102,GEN,"IIT Guwahati Computer Science and Engineering (M0101), IIT Roorkee Computer Science & Engg. (32)"
2023,Round 1,CS,818,107,GEN,"IIT ROORKEE CSE , IIT GAWHATI Cse"
2023,Round 1,CS,818,107,EWS,"IIT MADRAS CSE HTTA, IIT KHARAGPUR CSE TA, IIT GUWAHATI CSE TA"
2023,Round 1,CS,818,107,OBC,"IIT Bombay CSE TA, IIT kanpur CSE TA, IIT kharagpur CSE TA, Nill, Nill, Nill, Nill, Nill, Nill , Nill"
2023,Round 1,CS,810,120,GEN,"IISc Bangalore AI, IIT Guwahati CSE TA"
2023,Round 1,CS,806,126,ST,"IITB CSE TA, IITM CSE TA, IITK CSE TA"
2023,Round 1,CS,806,126,GEN,IIT Guwahati CSE TA
2023,Round 1,CS,820,128,GEN,IIT Guwahati CSE
2023,Round 1,CS,803,135,OBC,"IIT Bombay CSE TA, IIT Madras CSE TA, IIT Delhi CSE TA, IIT Kanpur CSE TA, IIT Goa CSE TA"
2023,Round 1,CS,803,135,GEN,"Iit guwahati cse, Iit roorkee cse, Iit mandi cse"
2023,Round 1,CS,803,135,EWS,"IISC banglore CSA,IIT madras"
2023,Round 1,CS,799,139,GEN,IIT Guwahati
2023,Round 1,CS,799,139,GEN,IIT KANPUR CSE TA
2023,Round 1,CS,791,148,EWS,"IISC CSA,IITK CSE,IITKGP CSE"
2023,Round 1,CS,791,148,GEN,IIT Delhi Mtech robotics
2023,Round 1,CS,791,148,EWS,"IISc CSE(CSA) TA, IIT Madras TA, IIT Kharagpur TA, IIT Hyderabad TA"
2023,Round 1,CS,787,156,OBC,"IIT DELHI TA, IIT MADRAS TA, IIT KANPUR TA, IIT GUHUWATI TA, IIT HYD TA"
2023,Round 1,CS,787,156,OBC,"IISC banglore CSA, IIT delhi (TA), IIT Madras (TA), IIT Kanpur (TA), IIT Kharagpur (TA)"
2023,Round 1,CS,787,156,GEN,"IIT BHU (AI), IIT Patna CSE, IIT KGP (Entrepreneurship course)"
2023,Round 1,CS,780,181,OBC,"IISC AI, IIT Hyderabad , IIT Kharagpur , IIT Kanpur, IIT Madras HTTA"
2023,Round 1,CS,793,185,OBC,"IISC Banglore CSA, IIT Madras CSE"
2023,Round 1,CS,776,186,OBC,"IISc CSA, IITM CSE, IITK CSE"
2023,Round 1,CS,776,186,OBC,"IISc Bangalore CSA, IIT Madras CSE, IIT Kanpur CSE, IIT Kharagpur CSE, IIT Hyderabad CSE"
2023,Round 1,CS,772,194,OBC,"IISc Banglore CDS TA, IIT Delhi CTech TA, IIT Madras Industrial Maths & Soft Computing TA, IIT Kharagpur CSE TA, IIT Kanpur CSE TA, IIT Roorkee CSE TA, IIT Guwahati CSE TA, IIT Guwahati Robotics & AI TA"
2023,Round 1,CS,769,200,OBC,IISc Banglore CSE
2023,Round 1,CS,769,200,GEN,"IIT HYDERABAD NIS, IIT ISM Dhanbad CSE, IIT Patna CSE, IIT Ropar CSE, IIT Ropar AI, IIT Patna MNC"
2023,Round 1,CS,769,200,GEN,"IIT Gandhinagar CSE , IIT Madras Biomedical"
2023,Round 1,CS,769,200,GEN,IISC Bangalore CSA
2023,Round 1,CS,769,200,OBC,"IIT Roorkee CSE, IIT Kharagpur CSE, IIT Kanpur CSE, IIT Guwahati CSE"
2023,Round 1,CS,784,213,EWS,"IIT Guwahati CSE, IIT kanpur cse, IIT kanpur CSE cyber security , IIT kharagpur Cse"
2023,Round 1,CS,765,216,OBC,"IIT Guwahati CSE(TA), IIT K CSE TA, IIT KGP CSE TA"
2023,Round 1,CS,757,229,GEN,IIT Kharagpur quality & reliability Engg.
2023,Round 1,CS,754,239,OBC,"IIT Guwahati, IIT kharagpur"
2023,Round 1,CS,754,239,OBC,"IIT Kharagpur CSE TA, IIT Guwahati CSE TA"
2023,Round 1,CS,776,242,EWS,"IISC Banglore , IIT GUWAHATI, IIT KANPUR, IIT KHARAGPUR"
2023,Round 1,CS,750,250,GEN,IIT BHU
2023,Round 1,CS,746,262,OBC,"IISc MTech in AI, NlL, NlL, NlL, NlL, NlL, NlL, NlL, NlL, NlL"
2023,Round 1,CS,742,271,GEN,IIT PATNA CSE
2023,Round 1,CS,742,271,OBC,IIT GUWAHATI MTECH CSE
2023,Round 1,CS,742,271,GEN,"IIT BHU IOT, IIT DHANBAD CSE"
2023,Round 1,CS,742,271,GEN,IIT ropar cse TA
2023,Round 1,CS,739,286,EWS,"IIT Delhi Computer Technology, IIT ISM Dhanbad"
2023,Round 1,CS,735,299,GEN,"ISM Dhanbad CSE, IIT Indore CSE"
2023,Round 1,CS,735,299,EWS,"IIT Ropar CSE, IIT Delhi Robotics, IIT Delhi Computer Technology, IISc RAS"
2023,Round 1,CS,735,299,EWS,IIT Madras Clinical Engineering
2023,Round 1,CS,731,315,GEN,IIT DHANBAD CSE
2023,Round 1,CS,731,315,OBC,IISC BANGLORE
2023,Round 1,CS,731,315,GEN,IISC Bangalore CS
2023,Round 1,CS,724,339,GEN,"IIT Delhi robotics, IIT Kanpur um unmanned air vehicle system"
2023,Round 1,CS,724,339,EWS,Iitkgp quality and reliability engineering re
2023,Round 1,CS,724,339,EWS,"IIT ISM DHANBAD CSE, IIT JAMMU CSE, IIT ROPAR CSE, IIT PATNA CSE"
2023,Round 1,CS,749,343,GEN,"IITH NIS, IITKGP Quality and Reliability"
2023,Round 1,CS,720,352,GEN,"IIT BHU CS-IOT, IIT Dhanbad CS, IIT Patna CS, IIT Palakkad MTCM, IIT Palakkad Data Science, IIT Ropar CS"
2023,Round 1,CS,720,352,EWS,Ni
2023,Round 1,CS,720,352,OBC,IISc Bangalore Mtech CSA
2023,Round 1,CS,712,384,GEN,IIT PATNA AI
2023,Round 1,CS,712,384,OBC,IISC Bangalore CSA
2023,Round 1,CS,712,384,GEN,"Iit gn mtech cse, Iit ism dhanbad cse mtech , Iit kgp medicine image something like that mtech"
2023,Round 1,CS,709,405,GEN,IIT Ropar AI
2023,Round 1,CS,709,405,EWS,IIT-BHU AI
2023,Round 1,CS,705,428,OBC,IIT Kanpur Cybersecurity
2023,Round 1,CS,705,428,GEN,IIT Indore CSE
2023,Round 1,CS,701,448,OBC,"IIT kanpur cyber security , IIT gandhinagar"
2023,Round 1,CS,701,448,GEN,IIT Jammu CSE TA 2yr
2023,Round 1,CS,701,448,GEN,IIT Tirupati CSE
2023,Round 1,CS,697,460,GEN,IIT ISM Dhanbad Data Analytics
2023,Round 1,CS,697,460,OBC,IIT Delhi Robotics
2023,Round 1,CS,738,477,EWS,IIT DHANBAD MTECH CSE
2023,Round 1,CS,694,484,SC,"IIT Bombay CS Ta, Iisc AI, IIT D, IIT M"
2023,Round 1,CS,690,507,GEN,"IIT Hydrabad Medical Device Innovation, IIT BHU Systems Engineering"
2023,Round 1,CS,690,507,GEN,IIT Kanpur Cognitive Science
2023,Round 1,CS,690,507,GEN,IIT Kharagpur Biomedical
2023,Round 1,CS,686,530,EWS,IIT ISM Dhanbad CSE
2023,Round 1,CS,682,543,GEN,IIT Jammu CSE
2023,Round 1,CS,682,543,OBC,IIT BHU MTECH AI
2023,Round 1,CS,682,543,GEN,IIT Kanpur Cognitive Systems
2023,Round 1,CS,679,568,GEN,IIT Bhilai CSE TA
2023,Round 1,CS,679,568,GEN,IIT Bhilai CSE
2023,Round 1,CS,679,568,OBC,IIT Mandi CSE core
2023,Round 1,CS,671,608,OBC,"IIT Hyderabad NIS, IIT Dhanbad CSE, IIT Dhanbad data analytics, IIT Palakkad Mathematics and computing, IIT Palakkad data science"
2023,Round 1,CS,671,608,EWS,IIT PATNA CSE
2023,Round 1,CS,667,640,OBC,"IIT Bhubneshwar CSE TA, IIT Delhi Ctech HVA(3yr), IIT Dhanbad CSE, IIT Ropar AI"
2023,Round 1,CS,667,640,EWS,"Iisc Bangalore RAS, IIT Gandhinagar"
2023,Round 1,CS,664,662,OBC,"IIT Gandhinagar CSE TA, IIT Dhanbad CS, IIT Dhanbad Data Analytics"
2023,Round 1,CS,664,662,EWS,"Iit jammu CSE, Iit patna CSE, Iit palakkad DATASCIENCE"
2023,Round 1,CS,664,662,GEN,IIT Bhilai
2023,Round 1,CS,660,689,OBC,IIT ROPAR AI
2023,Round 1,CS,660,689,OBC,IIT gandhinagar CSE
2023,Round 1,CS,660,689,EWS,"IIT jammu, IIT jammu"
2023,Round 1,CS,656,716,SC,"IISc Bangalore CSA , IIT BOMBAY CSE, IIT MADRAS CS, IIT KANPUR CS, IIT KHARAGPUR CS"
2023,Round 1,CS,656,716,OBC,"IIT GANDHINAGAR CSE TA, IIT INDORE MTECH CSE TA"
2023,Round 1,CS,652,744,OBC,IIT Patna CSE
2023,Round 1,CS,652,744,GEN,Iit bhilai dsai TA
2023,Round 1,CS,652,744,GEN,IIT JAMMU CSE 3 YEARS
2023,Round 1,CS,652,744,OBC,IIT PATNA CSE
2023,Round 1,CS,649,774,GEN,IIT Indore MS CSE
2023,Round 1,CS,649,774,OBC,IIT Patna AI
2023,Round 1,CS,649,774,EWS,IIT Patna Mathematics and Computing
2023,Round 1,CS,645,800,GEN,IIT Bhilai(Data Science and artificial intelligence)
2023,Round 1,CS,641,834,OBC,"IIT Patna Mathematics & Computing, IIT Tirupati CSE"
2023,Round 1,CS,637,860,EWS,Iit jammu CSE
2023,Round 1,CS,637,860,GEN,"IISc(Smart manufacturing), IIT Bhillai(DSAI)"
2023,Round 1,CS,634,905,OBC,IIT Patna Mnc
2023,Round 1,CS,630,938,SC,"IISc Bangalore AI, IIT BHU AI, IIT Guwahati CSE, IIT Madras CSE HTTA, IIT Kanpur CSE, IIT Kharagpur CSE, IIT Hyderabad CSE, IIT GOA CSE"
2023,Round 1,CS,630,938,OBC,IIT Tirupati
2023,Round 1,CS,630,938,EWS,IIT Jammu
2023,Round 1,CS,630,938,SC,"IIT M, Iit G, IIT K, Iit KGP, Iit bhu, IIT H, Iit Goa, IISc (AI)"
2023,Round 1,CS,626,983,GEN,Iit Bhilai DSAI TA
2023,Round 1,CS,622,1024,EWS,"IIT Jammu, IIT Tirupati"
2023,Round 1,CS,Nil,1169,OBC,"IIT Bhubaneswar CSE TA, IIT Bhilai CSE TA, IIT Jammu CSE TA, IIT Palakkad Data Science TA"
2023,Round 1,CS,607,1169,OBC,IIT Jammu CSE
2023,Round 1,CS,603,1210,SC,IISc CSA
2023,Round 1,CS,603,1210,OBC,IIT Jammu CSE Mtech
2023,Round 1,CS,600,1267,SC,"IISc Bangalore (AI), IIT Gandhinagar (CS), IIT ISM Dhanbad (CS), IIT Palakkad (DS)"
2023,Round 1,CS,592,1349,SC,"IISC Bangalore (CSA), IIT Ropar (AI)"
2023,Round 1,CS,588,1413,GEN,IIT Indore MS CSE
2023,Round 1,CS,585,1463,OBC,"IIT Jammu CSE TA, IIT Patna MNC TA"
2023,Round 1,CS,585,1463,ST,"IISC CSA , IIT MADRAS CSE , IIT KANPUR CSE, IIT KHARAGPUR CSE , IIT HYDERABAD (AI,CSE) , IIT GHUWAHATI (CSE , DATA SCIENCE,AI)"
2023,Round 1,CS,CSIT,1857,OBC,"IIT INDORE MS CSE, IIT PATNA MTECH AI"
2023,Round 1,CS,551,1973,SC,"IIT Gandhinagar Mtech cse, IIT Indore Mtech cse, IIT KGP Medical Imaging and Informatics, IIT Patna Mtech cse"
2023,Round 1,CS,532,2337,ST,"IIT Madras CSE , IIT Guwahati CSE, IIT Kharagpur CSE, IIT Mandi CSE"
2023,Round 1,CS,521,2569,SC,"IIT Gandhinagar CSE, IIT Patna AI, IIT Patna MNC, IIT Jammu CS, IIT Palakkad MNC, IIT Palakkad DS, IIT Tirupati CS"
2023,Round 1,CS,517,2637,PWD,"IIT Bombay (TA), IIT M (HTTA), IIT KGP (CS), IIT K (Cyber security), IIT Gawhati (CS), IIT Gandhinagar (CS)"
2023,Round 1,CS,480,3547,SC,IIT Bhilai (CSE)
2023,Round 1,CS,458,4481,ST,"IISC Bangalore CSA, IIT Dhanbad CS, IIT Palakkad Data Sciences (MTDS)"
2023,Round 1,CS,431,5413,SC,IIT Bhilai DSAI
2023,Round 1,CS,710,~400,GEN,"IIT Gandhinagar CSE , IIT Bhilai cse , IIT Jammu cse , IIT ISM Data analytics , IIT Tirupati cse , IIT Ropar AI"
2023,Round 1,CS,771,258(GATE 2022),EWS,"IIT Guwahati CSE, IIT Kanpur CSE, IIT Madras clinical engg, IIT kharagpur Entrepreneurship"
2023,Round 10,CS,637,860,EWS,"IIT Roorkee, IIT KGP"
2023,Round 10,CS,634,905,GEN,IIT Mandi CSE
2023,Round 10,CS,648,934,GEN,IIT INDORE CSE
2023,Round 10,CS,603,1200,GEN,IIT ism Dhanbad data analytics
2023,Round 10,CS,603,1210,OBC,IIT Delhi Ctech TA
2023,Round 10,CS,562,1802,OBC,IIT Goa
2023,Round 10,CS,540,2176,GEN,IIT jodhpur mtech ar vr
2023,Round 10,CS,532,2337,OBC,IIT(ISM) Dhanbad
2023,Round 10,CS,525,2501,OBC,IIT Tirupati CSE TA
2023,Round 10,CS,517,2718,OBC,IIT Jammu CSE (2 years)
2023,Round 10,CS,423,5767,EWS,IIT JODHPUR cyber physical system
2023,Round 11,CS,700,60,GEN,"H, Y"
2023,Round 11,CS,603,1210,GEN,Iit tirupati CSE
2023,Round 11,CS,43,1642,EWS,IIT Goa CSE
2023,Round 11,CS,281,18534,ST,"IIT MANDI CSE TA, IIT palakkad Data Science TA"
2023,Round 12,CS,604,1200,GEN,IIT PATNA MNC
2023,Round 12,CS,603,1210,GEN,Iit Patna cse
2023,Round 12,CS,600,1267,GEN,"IIT Bhubaneswar , IIT Tirupati"
2023,Round 12,CS,555,1915,GEN,IIT Bhilai
2023,Round 2,CS,919,26,GEN,IITB CSE TA (Retained in 1st round)
2023,Round 2,CS,889,42,GEN,"IISc Bangalore AI, IIT Bombay CSE TA, IIT Delhi CSE TA"
2023,Round 2,CS,866,48,GEN,"IIT Bombay CSE TA, IIT Delhi MINDS TA, IIT Delhi CSE TA"
2023,Round 2,CS,863,50,GEN,"IIT BOMBAY TA, IIT BOMBAY RA, IIT DELHI MCS, IISc CSE, IIT MADRAS CS"
2023,Round 2,CS,848,67,GEN,"IIT Madras, IIT Kanpur (retain from round 1)"
2023,Round 2,CS,844,71,GEN,"IISc Banglore Mtech CS, IIT Bombay (MS), IIT D Mtech CSE , IIT M (Mtech CSE)"
2023,Round 2,CS,840,76,GEN,"IITK CSE TA(Retained from round 1), IITM CSE TA, IITG Robotics and AI"
2023,Round 2,CS,840,76,GEN,"IITM, IITD, IITK"
2023,Round 2,CS,836,85,GEN,"IIT-K,KGP, IIT-M"
2023,Round 2,CS,836,85,GEN,"IITD CSE, IITM CSE"
2023,Round 2,CS,841,90,GEN,"IIT Kanpur( Retain from Round1), IIT Delhi, IIT Madras"
2023,Round 2,CS,833,90,GEN,"IIT Madras CSE TA, IIT Delhi CSE TA, IIT Kanpur CSE TA (Round 1 Retained)"
2023,Round 2,CS,825,99,GEN,"IIT Bombay CSE RA, IIT Madras CSE TA, IIT Kanpur CSE TA, IIT Kharagpur CSE TA"
2023,Round 2,CS,821,102,GEN,"IIT Bombay CS (MS By Research TA) (TACS1) (Stream: Theoretical Systems), IIT Kanpur Computer Science and Engineering (CSE), IIT Kanpur Computer Science and Engineering/Cybersecurity (CSE_CY), IIT Kharagpur Computer Science and Engineering (CS), IIT Madras Computer Science and Engineering HTTA (CS1Y), IIT Roorkee Computer Science & Engg. (32)"
2023,Round 2,CS,818,107,GEN,"IIT MADRAS TA CSE , IIT KANPUR CSE TA, IIT KHARAGPUR CSE , IIT GAUWHATI CSE TA, ghanta"
2023,Round 2,CS,814,116,GEN,IIT K CSE
2023,Round 2,CS,810,120,GEN,"IIT Madras CS TA, IIT Kharagpur CS TA"
2023,Round 2,CS,810,120,GEN,"IISc MTech AI (retained from round 1), IIT Bombay MS TA, IIT Madras , IIT Kanpur, IIT Kharagpur"
2023,Round 2,CS,806,126,GEN,"IIT Kharagpur, IIT Kanpur"
2023,Round 2,CS,806,126,GEN,"IIT Kanpur, IIT kharagpur, IIT Guwahati"
2023,Round 2,CS,820,128,GEN,"IITM CSE TA, IITK CSE TA, IIT Khargpur CSE TA, IITH Mtech CSE , IIT Guwahati Mtech CSE"
2023,Round 2,CS,803,135,GEN,"IIT K CSE, IIT KGP CSE, IIT G CSE, IIT Roorkee CSE"
2023,Round 2,CS,791,148,GEN,"IIT Kanpur CSE TA, IIT Kgp CSE TA, IIT guwhati CSE TA"
2023,Round 2,CS,791,148,GEN,"IIT Kanpur CSE TA, IIT Guwahati CSE, IIT Kharagpur CSE, IIT Roorkee AI"
2023,Round 2,CS,791,148,GEN,"IIT Bombay MTech RA, IIT Delhi ML, IIT Delhi Robotics, IIT Kanpur mtech ta cse, Iit kgp mtech ta cse, Iit Guwahati mtech ta cse"
2023,Round 2,CS,791,148,GEN,"IITK CSE, IITD COMPUTER TECHNOLOGY , IITG cse"
2023,Round 2,CS,787,156,GEN,IITKGP/CSE
2023,Round 2,CS,787,156,GEN,"IIT kharagpur CS TA, IIT Guwahati CS TA"
2023,Round 2,CS,787,156,GEN,"IIT Kharagpur CS TA, IIT Guwahati CS TA"
2023,Round 2,CS,787,156,GEN,"IIT BHU (AI) (Retained from Round 1), IIT Delhi MINDS, IIT Guwahati CSE, IIT Kanpur Cyber Security, IIT Kharagpur CSE"
2023,Round 2,CS,787,156,OBC,"IIT Bombay CSE TA, IISC banglore CSE"
2023,Round 2,CS,787,156,OBC,"IIT BOMBAY CSE TA, IIT MADRAS CSE TA"
2023,Round 2,CS,787,156,GEN,"IIT Bombay MS CSE (TA), IIT Kharagpur M.tech CSE"
2023,Round 2,CS,784,170,GEN,IIT Guwahati CSE TA
2023,Round 2,CS,780,181,GEN,"IIT BOMBAY CSE RA, IIT GUWAHATI CSE"
2023,Round 2,CS,780,181,OBC,"IIT Bombay TA, IISC Banglore"
2023,Round 2,CS,776,186,GEN,IIT Guwahati CSE
2023,Round 2,CS,776,186,OBC,"IISc Bangalore CSA, IIT Bombay CSE TA, IIT Delhi CSE TA"
2023,Round 2,CS,776,186,GEN,IITG TA
2023,Round 2,CS,776,186,OBC,"IISc CSA, IITB CSE, IITD CSE"
2023,Round 2,CS,776,186,OBC,"IISc Bangalore CSA (Retained from R1), IITB CSE TA, IITD CSE"
2023,Round 2,CS,772,194,OBC,"IISc CDS ( Retained in Round 1 ), IIT B TA, IIT M TA, IIT D TA, IIT Roorkee AI TA"
2023,Round 2,CS,772,194,GEN,"IIT KANPUR Cyber security TA, IIT Kharagpur Embedded Controls and Software TA"
2023,Round 2,CS,769,200,OBC,"IIT Bombay CSE TA, IIT Madras CSE TA"
2023,Round 2,CS,769,200,GEN,"IIT Gandhinagar , IIT kharagpur Embedded sys."
2023,Round 2,CS,769,200,GEN,"IIT Delhi Cybersecurity, IIT Kanpur Cybersecurity, IIT Roorkee Applied Mathematics and Scientific Computing, IIT Hyderabad NIS (Retained from round 1)"
2023,Round 2,CS,769,200,OBC,"IIT Bombay CSE TA, IIT Delhi CSE, IIT Madras CSE TA"
2023,Round 2,CS,765,216,OBC,"IITM, IITH, Iitk(retained in 1st round), Iitr"
2023,Round 2,CS,757,229,GEN,"IIT B MTECH RA, IIT B MS(R), IIT KGP Tech. Innovation & Entrepreneurship"
